Story,Section
"well right now they've got a, kind of a central location off of the main highway,",0
"and they've got some great big bins there for newspaper, um, plastic, um, I think three bins for glass, white, green, and whatever other combination there is.",0
"And, and I think they've got a uh, some kind of container for aluminum.",0
Plano's doing real good on that.,0
"They have, uh, they start off putting out great big huge garbage cans. Which we're supposed to put all our week's garbage into it,",0
Uh-huh.,0
and of course it doesn't fit right now.,0
Yeah.,0
"But now we start in May, breaking it down,",0
and they're picking it all up.,0
Um.,0
"So they're going to by,",0
"and we have to separate our papers, and our glass,",0
"and then, uh, they have one day for, like, um, oh, everything you picked up from your yard,",0
Uh-huh.,0
"and  we put that in disposable bags,",0
and they pick that up on Monday.,0
Um.,0
So it's really great.,0
"I, I'm really going head, you know, completely for it,",0
I think it's marvelous.,0
"Well, that's good.",0
"Well, Rowlett had sent, sent out a survey, not too long ago, um, in terms in how many people were interested in having a, a pick up, I guess, on the days they do trash or something like that.",0
"And apparently a lot of people responded to it favorably, because they're going to do it.",0
"I don't know how, how soon they're going to do it, or how organized it's going to be,",0
"but they're, they're supposed to initiate that sometime in the next couple of months.",0
"Well, does your, uh,",1
"where you work, do they also have aluminum cans pickups and things like that?",1
"Um, I've never noticed that.",1
"We don't have a, a whole lot, because we're in a hospital setting,",1
"so most of the things we have are through our cafeteria. Um,",1
"Well, down in the cafeteria do they have any place where you can put your, you know, pop cans, and things like that?",1
"Um, no.",1
"There's, there's only one pop machine",1
"and it's not accessible to the cafeteria now,",1
"so, uh, mainly what they serve in there is juice and coffee and tea.",1
So you don't have much choice there.,1
No,1
"Not, not really.",1
"Well I work at, uh, J C Penny",1
"and last week they brought,",1
they have a sign up that says for one full week you bring in your old wire hangers,1
Uh-huh.,1
and they're going to recycle them.,1
Um.,1
So it's getting people clean out their closets and such.,1
Uh-huh.,1
"And then like, the week before that, they said go through your cupboards and any food that is still good, bring it in",1
and they brought it down to the shelters.,1
"And, they have, one, two, they have three, I think, that I know of for cans for people have pop,",1
Uh-huh.,1
and they put them right near where they have the time cards.,1
Yeah.,1
And it works great.,1
And they have one in the room where the snack machines are too.,1
That's good.,1
"So they're really going at it,",1
"and I think it's marvelous because,",1
Yeah.,1
"I, I guess Rowlett's done a lot for the size town it is.",1
"Well,",1
"And I think they're trying to, to make some changes.",1
"I, I noticed at the library or someplace this past, uh, month, month and a half ago, they were having a speaker, um, talk about doing lawn work and, how important it is to, to cut your lawn without a bag. Just to kind of mulch it,  rather  than bag it up, because of all the the grass that's being bagged and being hauled away by the garbage trucks and stuff,",1
Uh-huh.,1
"and it's, uh, I guess a lot more ecological to just mow the grass and let it work its way back into the soil.",1
"Well, did you watch the program the other night on, um, was it SAVE AMERICA?",1
I saw part of that.,1
It was good.,1
"The only thing I thought, um, that I haven't been trying, is when I, you know, go to take a shower, to save the water,  and  to put it on my plants. Which I had never thought about before.",1
Uh-huh.,1
Uh-huh.,1
"But I've already gone to,",1
"oh I started years ago, I guess, not years ago,",1
"but, yeah",1
"I would say five years ago, turning off my fountain, I mean my water faucet,  in  the sink when I brush my teeth.",1
Uh-huh.,1
But I didn't realize that was the biggest waste of water.,1
Yeah.,1
That  was surprising to me.,1
Um.,1
"I missed that question, totally, I mean really bad.",1
"I'm trying to think,",1
"I didn't miss too many,",1
"I can't remember what my score was,",1
but I did exceeding well.,1
I was surprised.,1
But I didn't realize that our garbage isn't being decomposed.,1
That was a shocker to me.,1
"Yeah,",1
"well there are a lot of things that aren't,",1
"I'm ,",1
"that's, uh, one of the things I wonder about,",1
"uh, one of the questions was, do you think more should be done, or something else.",1
"I, I wonder about some of the products that they don't take, like some of the plastics and things that they don't take. Uh, why, why they couldn't do more recycling with those.",1
"Well, I was in, uh, Bizmart the other day,",1
"and, what I don't understand is there is recycled paper in there,",1
and it cost more than regular paper.,1
Um.,1
"And it was only, I think, uh, forty cents more, you know, fifty cents more,",1
"but, It upset me to realize that, hey, the recycling that they're going through the expense of recycling,",1
Yeah.,1
"but people aren't buying it,",1
so the cost of it is higher.,1
True.,1
"Yeah,",1
I noticed that about things like,1
"I I seen a lot of adds recently for organic fertilizers and, and lawn additives and that type of thing,",1
"but the cost is, is like, double or sometimes triple,  what  the regular things you, fertilizers and things you buy.",1
Uh-huh.,1
"So, in, in terms of that,",1
"it's,",1
"you know, and, for the environment it's, it's, there's a good reason to do it,",1
but the cost is kind of prohibitive.,1
"Now, see that's recycling, you know,",1
"companies that do at least go into it,",1
"I'd like to see subsidy by the government or something, or tax-wise or something, heavily enough to where they could get their prices lower than regular.",1
Uh-huh.,1
So that people would use this stuff over again.,1
"Yeah,",1
it's a good idea.,1
"It's like when he was saying, uh, which one was recyclable, which was reusable,",0
Uh-huh.,0
"and the recycle ones are better to use,",0
but lots of times you don't even see the signs on the bottles.,0
"Yeah,",0
true.,0
"And if we're going to really do something, they ought to put that stuff out bigger for people to see it.",0
I had to put my bifocals on to see it,0
Um.,0
That's hard when you're in a grocery store and you're short anyway.,0
Yeah.,0
You have to get enough nerve to ask somebody to take something off the top shelf.,0
"You haven't got enough nerve to say well, put it back,",0
it's not recyclable.,0
"I, I'd heard something stranger,",1
"talk about bottles the other day on, uh, on the radio station, I think it's K L T Y. They were talking about the,",1
"I think it's in Canada they're using, oh, recyclable milk jugs, plastic milk jugs, as a, a reinforcement for roads. For road repairs.",1
Uh-huh.,1
"Oh, really?",1
"And apparently they, they don't break down very easily,",1
"and, they don't expand or, or contract when the weather changes,",1
Oh.,1
and this is kind of an unusual use for that type of thing.,1
"You know they're,",1
"along that same line, they said they were using, um,",1
"what is, oh, I know,",1
"it was toilets. You know, the old ones? Smashing them up, because they're, that stuff there is great for, in road work.",1
Uh-huh.,1
Huh.,1
"And I thought, well, that's good.",1
"And then I saw recycling on tires between, uh,",1
"well, hoses were being used,  and,  uh, uh, soaker hoses, made out of old tires.",1
Uh-huh.,1
Yeah.,1
"What else,",1
"something else was made out of old tires,",1
"I was trying to remember what it was. Oh, I can't think of it now.",1
"But I was, I was trying to get my, uh, kids, you know, to see different things that we could come up with for recycling purposes.",1
Uh-huh.,1
"And just anything, to, you know, recycle rather than keep throwing it away,",1
"but my biggest problem is, I take the bags out of the store, buy the bags to bring the back,",1
and then I forget to bring them in the store.,1
Yeah.,1
I'm forever going back out to my car to pick up my bags to bring them and take my garbage back out.,1
"I wish they'd really push this recycling bit, because I never realized, I really didn't realize how much stuff I actually throw away.",1
"Well, I think the, the more people are aware of it, the, the more they'll do.",1
"I think that's just the biggest problem is keeping it in, in front of the public so they understand how serious the problem is, and how important it is to do that.",1
You know what I'd like to see a little more.,0
"I don't have any little tiny kids,",0
Uh-huh.,0
"but if they get the little tiny kids saving it now, in five years, when they get bigger, it'll work a little bit more, too.",0
Yeah.,0
True.,0
"Because it's,",0
we've all got to do it right now.,0
"I just,",0
"I really amazed to find out that, what is it, eighty per cent are filled now, in, in garbage fills.",0
In five years we're supposed to be at max.,0
Uh-huh.,0
I don't think I can keep my own garbage.,0
"I mean, I might not have that much,",0
"but I wouldn't,",0
"Okay,",0
"I guess I'll start, um,",0
"one, uh, big thing that, the advise that I would give to a parent to give to his or her child is to let their, let their child experience college in a kind of general sense.",0
"I like large colleges because I went to University of Texas at Austin,",1
they have fifty thousand students there.,1
"And I feel like that now if I went, if I had gone to a small college that only had a couple of thousand that I wouldn't have, have gotten as much exposure to different people and different, uh, I don't know, different languages, different cultures, and things like that just by being around those fifty thousand students.",1
"That's interesting,",1
"I went to a smaller school,   of probably three thousand, thirty-five hundred.",1
Uh-huh.,1
Uh-huh.,1
"And I, I thought that was the best experience in that we had more one-on-one since we seemed to know everyone on campus,",1
Huh.,1
"and  we had a broad spectrum of languages and cultures and backgrounds,  and so forth,",1
Huh.,1
"so, I thought it was wonderful to be a bigger fish and not so much a number,",1
Uh-huh.,1
"um,  one of fifty thousand, I was one of three thousand,  and,  and, you know,  different perspectives,",1
Right.,1
Uh-huh.,1
Yeah.,1
"I, uh,",1
"but  it sounds like we were both kind of looking at the same sort of, sort of thing.",1
"Yeah,",1
"I, I could see, I could see that point, I could see how it would be.",1
"I'm sure your classes were a lot smaller, um, because like we would have biology classes that did, main courses that everyone has to take, I mean, hundreds of students in this class,",1
"so,  actually,  yes, you were a number.",1
Yeah.,1
"But, um, I, I just,",1
"I don't know,",1
"I'm thinking in a sense of, uh, just being exposed to more.",1
"It just seems like in a larger college you, I don't know, your exposed to so many more people from all over the world,",1
"and I'm sure a lot of people come to, you know, small colleges also but just that they're more of, of the different cultures there,",1
"Uh-huh,",1
yeah.,1
"not that  it's, not that it's better",1
"but I'm just saying that I think that big,",1
That's one thing to definitely consider.,1
"Uh-huh,",1
uh-huh.,1
"I think, uh, a lot of, a lot of students now would probably be afraid of a smaller college,",1
"a lot of the students that I talked to even here in Waco they go to Baylor, um, they,",1
"or they're considering going to Baylor,",1
they're also considering going to U T Austin,1
"but one of the big no-nos is because of the fifty thousand students,",1
"and I have to tell them that just like, just like I live in Waco",1
"it's a large city,",1
"I can still function, in my own kind of area, in my own group.",1
"I have a job,",1
"I have my friends,",1
Uh-huh,1
"and I'm  really not as, as concerned about the entire city, so when you go to a big, a big university, you're not as concerned about the entire university,  but  your group of friends, your classes, your interests, your clubs and things like that.",1
Yeah.,1
"I think that's probably keyed to me is not so much the size the school,  but  what, what is the particular needs of the students",1
Uh-huh.,1
"and whereas some would immediately feel very comfortable in this, um, larger university setting,  some  of the students, um, when I was, when I was teaching school would not have been comfortable with that.",1
